as_of,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612
1/8/2004,36.0214,89.2374,202.159,14.8957,1436.27,28.3428,46.4435,29.9564,33.7997,34.7757,21.3896,58.7392
1/9/2004,35.6879,89.2374,200.979,14.8856,1427.92,28.096,46.3264,29.6733,33.5061,34.4637,21.1835,58.457
1/10/2004,35.6879,89.2374,200.979,14.8856,1427.92,28.096,46.3264,29.6733,33.5061,34.4637,21.1835,58.457
1/11/2004,35.6879,89.2374,200.979,14.8856,1427.92,28.096,46.3264,29.6733,33.5061,34.4637,21.1835,58.457
1/12/2004,36.1326,90.2941,201.687,14.9458,1436.27,28.2388,46.4142,29.7377,33.7116,34.6283,21.2684,58.8602
1/13/2004,35.799,89.8245,200.979,14.8856,1427.92,28.083,46.2971,29.5961,33.4767,34.4464,21.1592,58.7795
1/14/2004,36.0214,90.4116,202.866,14.9559,1440.45,28.3168,46.5021,29.8535,33.6823,34.7323,21.329,59.4246
1/15/2004,36.3549,90.2941,203.456,14.9157,1444.62,28.3558,46.5021,30.0079,33.6823,34.7843,21.3411,59.5052
1/16/2004,36.9108,91.7031,204.989,15.0562,1448.8,28.5506,46.7071,30.0851,34.0053,35.0183,21.3896,59.8278
1/17/2004,36.9108,91.7031,204.989,15.0562,1448.8,28.5506,46.7071,30.0851,34.0053,35.0183,21.3896,59.8278
1/18/2004,36.9108,91.7031,204.989,15.0562,1448.8,28.5506,46.7071,30.0851,34.0053,35.0183,21.3896,59.8278
1/19/2004,36.9108,91.7031,204.989,15.0562,1448.8,28.5506,46.7071,30.0851,34.0053,35.0183,21.3896,59.8278
1/20/2004,36.7996,92.0554,204.871,15.0963,1448.8,28.5246,46.7949,29.9564,33.9172,34.9836,21.4139,59.5858
1/21/2004,36.5773,91.5857,205.697,15.1966,1465.5,28.7454,46.9999,30.2009,34.064,35.2609,21.5594,60.2309
1/22/2004,36.2438,90.8812,206.051,15.0562,1469.68,28.6545,46.9999,30.3554,33.9906,35.1483,21.5109,60.0696
1/23/2004,36.1326,90.7638,205.461,15.1465,1461.32,28.5896,46.9999,30.3167,34.02,35.079,21.3654,59.8681
1/24/2004,36.1326,90.7638,205.461,15.1465,1461.32,28.5896,46.9999,30.3167,34.02,35.079,21.3654,59.8681
1/25/2004,36.1326,90.7638,205.461,15.1465,1461.32,28.5896,46.9999,30.3167,34.02,35.079,21.3654,59.8681
1/26/2004,36.9108,92.0554,207.348,15.2768,1473.85,28.9403,47.322,30.7157,34.4898,35.5036,21.5715,60.4325
1/27/2004,36.1326,90.6464,205.343,15.1866,1461.32,28.6545,47.0585,30.5226,34.02,35.1483,21.4139,59.989
1/28/2004,35.3543,89.2374,202.631,15.0461,1440.45,28.2778,46.7188,30.1366,33.5061,34.6803,21.1714,59.3036
1/29/2004,35.132,88.1806,203.102,15.1164,1452.97,28.4207,46.6602,30.4583,33.7116,34.8623,21.232,59.5858
1/30/2004,35.0208,88.5329,203.102,15.0863,1448.8,28.3428,46.631,30.291,33.6235,34.767,21.1956,59.6665
1/31/2004,35.0208,88.5329,203.102,15.0863,1448.8,28.3428,46.631,30.291,33.6235,34.767,21.1956,59.6665
2/1/2004,35.0208,88.5329,203.102,15.0863,1448.8,28.3428,46.631,30.291,33.6235,34.767,21.1956,59.6665
2/2/2004,35.132,88.298,203.456,15.1264,1457.15,28.4467,46.7778,30.4068,33.7263,34.897,21.2441,59.8278
2/3/2004,35.2431,88.1806,203.456,15.0461,1457.15,28.4597,46.8071,30.4068,33.8438,34.923,21.232,59.5052
2/4/2004,34.2426,86.5368,202.041,14.9659,1444.62,28.2259,46.4548,30.4454,33.4914,34.6283,21.0986,59.1021
2/5/2004,34.1314,86.7716,202.395,14.9258,1448.8,28.2908,46.4548,30.394,33.4033,34.6977,21.1835,58.9811
2/6/2004,35.132,88.5329,204.989,15.0562,1465.5,28.6415,46.8365,30.677,33.9172,35.131,21.4017,59.5455
2/7/2004,35.132,88.5329,204.989,15.0562,1465.5,28.6415,46.8365,30.677,33.9172,35.131,21.4017,59.5455
2/8/2004,35.132,88.5329,204.989,15.0562,1465.5,28.6415,46.8365,30.677,33.9172,35.131,21.4017,59.5455
2/9/2004,34.9096,88.4155,204.871,15.1063,1465.5,28.5766,46.8659,30.6642,33.7704,35.053,21.4017,59.6262
2/10/2004,35.132,88.8851,205.815,15.2468,1473.85,28.7195,46.954,30.677,33.9319,35.2263,21.523,59.9084
2/11/2004,35.4655,89.8245,207.23,15.3772,1486.38,29.0312,47.277,31.0245,34.2549,35.6162,21.7291,60.3115
2/12/2004,35.0208,89.2374,206.759,15.3571,1482.2,28.8883,47.1889,30.8829,34.064,35.4429,21.6321,60.3115
2/13/2004,34.5761,88.298,205.697,15.2768,1473.85,28.7325,47.042,30.7157,33.8438,35.2523,21.5473,60.1503
2/14/2004,34.5761,88.298,205.697,15.2768,1473.85,28.7325,47.042,30.7157,33.8438,35.2523,21.5473,60.1503
2/15/2004,34.5761,88.298,205.697,15.2768,1473.85,28.7325,47.042,30.7157,33.8438,35.2523,21.5473,60.1503
2/16/2004,34.5761,88.298,205.697,15.2768,1473.85,28.7325,47.042,30.7157,33.8438,35.2523,21.5473,60.1503
2/17/2004,35.0208,89.3548,207.348,15.4273,1486.38,29.0182,47.277,30.9215,34.1374,35.5989,21.7291,60.634
2/18/2004,35.3543,89.1199,206.995,15.3772,1482.2,28.8883,47.2476,30.7543,34.1081,35.4429,21.62,60.3922
2/19/2004,35.4655,87.8284,206.169,15.3671,1478.03,28.7714,47.1301,30.5741,33.9172,35.2956,21.5836,60.1906
2/20/2004,35.0208,87.4761,205.579,15.337,1473.85,28.7065,47.0127,30.5355,33.8585,35.209,21.4866,59.989
2/21/2004,35.0208,87.4761,205.579,15.337,1473.85,28.7065,47.0127,30.5355,33.8585,35.209,21.4866,59.989
2/22/2004,35.0208,87.4761,205.579,15.337,1473.85,28.7065,47.0127,30.5355,33.8585,35.209,21.4866,59.989
2/23/2004,34.4649,86.1845,204.164,15.2869,1473.85,28.6285,46.8365,30.4068,33.6382,35.1136,21.4745,59.8681
2/24/2004,34.2426,85.8323,203.81,15.3069,1469.68,28.5766,46.7778,30.3554,33.6823,35.053,21.4502,59.7068
2/25/2004,34.6873,86.6542,204.989,15.3772,1473.85,28.6935,46.9657,30.2781,33.7997,35.2003,21.523,59.9487
2/26/2004,35.0208,87.2413,205.815,15.4674,1478.03,28.7325,47.0832,30.2138,33.8144,35.2436,21.5473,60.0696
2/27/2004,34.6873,87.3587,206.405,15.5076,1478.03,28.7325,47.1419,30.2781,33.7557,35.2436,21.5958,60.1906
2/28/2004,34.6873,87.3587,206.405,15.5076,1478.03,28.7325,47.1419,30.2781,33.7557,35.2436,21.5958,60.1906
2/29/2004,34.6873,87.3587,206.405,15.5076,1478.03,28.7325,47.1419,30.2781,33.7557,35.2436,21.5958,60.1906
3/1/2004,35.2431,88.5329,207.938,15.6781,1490.55,29.0052,47.4952,30.4583,34.1668,35.5902,21.7776,60.634
3/2/2004,35.0208,87.8284,206.877,15.6179,1486.38,28.8364,47.3186,30.2653,33.9025,35.3736,21.6806,60.2712
3/3/2004,34.7985,87.3587,207.112,15.6079,1490.55,28.9013,47.3774,30.4583,33.9319,35.4429,21.7049,60.5534
3/4/2004,35.0208,88.4155,208.056,15.668,1494.73,28.9922,47.4952,30.5355,34.064,35.5643,21.7413,60.755
3/5/2004,34.7985,88.4155,208.41,15.6981,1498.9,29.0442,47.5836,30.6513,34.0053,35.6249,21.8504,60.9969
3/6/2004,34.7985,88.4155,208.41,15.6981,1498.9,29.0442,47.5836,30.6513,34.0053,35.6249,21.8504,60.9969
3/7/2004,34.7985,88.4155,208.41,15.6981,1498.9,29.0442,47.5836,30.6513,34.0053,35.6249,21.8504,60.9969
3/8/2004,34.0202,87.1238,206.759,15.6179,1494.73,28.7974,47.3774,30.5998,33.6235,35.3293,21.7534,60.5937
3/9/2004,33.7979,86.3019,205.343,15.5176,1482.2,28.6415,47.1419,30.4969,33.4473,35.1293,21.62,60.2309
3/10/2004,33.1308,84.7755,202.984,15.2167,1465.5,28.2129,46.6413,30.1623,32.9922,34.6162,21.2805,59.344
3/11/2004,32.7973,83.6013,201.097,15.0161,1444.62,27.7972,46.2585,29.6219,32.6104,34.0945,21.0016,58.5377
3/12/2004,33.3531,85.0103,203.574,15.1866,1457.15,28.1479,46.5235,29.8278,33.0362,34.5206,21.2199,59.1827
3/13/2004,33.3531,85.0103,203.574,15.1866,1457.15,28.1479,46.5235,29.8278,33.0362,34.5206,21.2199,59.1827
3/14/2004,33.3531,85.0103,203.574,15.1866,1457.15,28.1479,46.5235,29.8278,33.0362,34.5206,21.2199,59.1827
3/15/2004,32.4637,83.2491,200.743,14.9458,1440.45,27.7453,46.1408,29.4546,32.5517,34.025,20.9167,58.457
3/16/2004,32.5749,83.2491,201.215,14.986,1444.62,27.9011,46.1702,29.712,32.6692,34.2163,21.0501,58.7392
3/17/2004,33.3531,84.8929,203.22,15.2066,1465.5,28.2259,46.4646,30.0079,33.0509,34.6249,21.2805,59.3843
3/18/2004,32.9084,84.4232,202.866,15.2066,1465.5,28.1869,46.4646,29.905,32.9188,34.5815,21.2562,59.3036
3/19/2004,32.3526,83.8362,200.861,15.0762,1448.8,27.8752,46.2585,29.6733,32.4783,34.1902,21.0865,58.7795
3/20/2004,32.3526,83.8362,200.861,15.0762,1448.8,27.8752,46.2585,29.6733,32.4783,34.1902,21.0865,58.7795
3/21/2004,32.3526,83.8362,200.861,15.0762,1448.8,27.8752,46.2585,29.6733,32.4783,34.1902,21.0865,58.7795
3/22/2004,31.9078,82.1923,198.856,14.8355,1432.1,27.5114,45.9052,29.3517,32.1112,33.7554,20.7955,58.0539
3/23/2004,31.6855,82.3097,198.62,14.7954,1432.1,27.4725,45.7874,29.416,32.0378,33.7032,20.7833,58.0539
3/24/2004,32.1302,82.1923,198.384,14.6951,1419.57,27.4075,45.652,29.2873,32.1259,33.625,20.6863,57.7314
3/25/2004,33.0196,84.4232,201.215,14.9057,1440.45,27.8622,46.0053,29.6476,32.7866,34.1815,20.941,58.4167
3/26/2004,32.6861,84.5407,200.861,14.9057,1440.45,27.8362,46.0936,29.6012,32.6692,34.1467,20.9674,58.4973
3/27/2004,32.6861,84.5407,200.861,14.9057,1440.45,27.8362,46.0936,29.6012,32.6692,34.1467,20.9674,58.4973
3/28/2004,32.6861,84.5407,200.861,14.9057,1440.45,27.8362,46.0936,29.6012,32.6692,34.1467,20.9674,58.4973
3/29/2004,33.4643,86.0671,202.984,15.0562,1461.39,28.1999,46.448,29.9879,33.139,34.5902,21.2106,59.1827
3/30/2004,33.5755,86.5368,203.692,15.1465,1469.76,28.3168,46.7137,30.0909,33.2418,34.7293,21.3201,59.5052
3/31/2004,33.3531,86.5368,203.928,15.1765,1469.76,28.3038,46.7728,30.0652,33.1977,34.7119,21.3323,59.5052
4/1/2004,33.6867,87.4761,204.989,15.1665,1478.13,28.4467,46.9204,30.2843,33.3152,34.8945,21.466,59.989
4/2/2004,34.2426,88.7677,206.995,15.2869,1486.51,28.6935,47.0681,30.6966,33.7557,35.1988,21.612,60.2309
4/3/2004,34.2426,88.7677,206.995,15.2869,1486.51,28.6935,47.0681,30.6966,33.7557,35.1988,21.612,60.2309
4/4/2004,34.2426,88.7677,206.995,15.2869,1486.51,28.6935,47.0681,30.6966,33.7557,35.1988,21.612,60.2309
4/5/2004,34.5761,89.8245,208.646,15.3471,1499.07,28.9143,47.0681,31.0059,34.0493,35.4684,21.7458,61.1985
4/6/2004,34.1314,88.8851,207.82,15.3471,1499.07,28.8623,46.95,30.9673,33.8731,35.3988,21.7701,60.9163
4/7/2004,33.7979,88.6503,206.759,15.3069,1486.51,28.6675,46.8909,30.8384,33.6382,35.1641,21.6241,60.4728
4/8/2004,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728
4/9/2004,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728
4/10/2004,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728
4/11/2004,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728
4/12/2004,33.909,89.5896,207.702,15.4073,1499.07,28.7844,46.8318,30.9415,33.7997,35.3119,21.6728,60.6744
4/13/2004,33.3531,87.9458,205.461,15.2066,1478.13,28.3947,46.3889,30.542,33.418,34.8249,21.4052,59.8681
4/14/2004,33.242,87.5935,205.107,15.1565,1473.95,28.3687,46.2708,30.6451,33.4914,34.7901,21.3931,59.7471
4/15/2004,32.9084,86.889,204.754,15.2267,1473.95,28.3817,46.4184,30.9286,33.4767,34.8075,21.4782,59.7068
4/16/2004,32.7973,86.6542,205.343,15.3671,1478.13,28.5246,46.5661,31.2379,33.5795,34.9902,21.612,60.11
4/17/2004,32.7973,86.6542,205.343,15.3671,1478.13,28.5246,46.5661,31.2379,33.5795,34.9902,21.612,60.11
4/18/2004,32.7973,86.6542,205.343,15.3671,1478.13,28.5246,46.5661,31.2379,33.5795,34.9902,21.612,60.11
4/19/2004,33.0196,87.1238,205.933,15.327,1482.32,28.5506,46.6842,31.1992,33.7263,35.0249,21.5755,60.0696
4/20/2004,32.2414,85.5974,203.338,15.1465,1457.2,28.109,46.2118,30.6966,33.183,34.4771,21.3201,59.3036
4/21/2004,32.5749,86.3019,204.754,15.2066,1461.39,28.2648,46.2708,30.8126,33.3446,34.6684,21.3809,59.3843
4/22/2004,33.0196,87.7109,207.466,15.4674,1482.32,28.6545,46.6842,31.0961,33.7557,35.1554,21.7093,60.2712
4/23/2004,33.3531,87.8284,207.466,15.3671,1478.13,28.6805,46.5661,30.9673,33.7997,35.1727,21.6485,59.8681
4/24/2004,33.3531,87.8284,207.466,15.3671,1478.13,28.6805,46.5661,30.9673,33.7997,35.1727,21.6485,59.8681
4/25/2004,33.3531,87.8284,207.466,15.3671,1478.13,28.6805,46.5661,30.9673,33.7997,35.1727,21.6485,59.8681
4/26/2004,33.0196,87.2413,206.169,15.327,1473.95,28.5506,46.5661,30.8255,33.6088,35.0162,21.5512,59.9487
4/27/2004,32.9084,86.7716,206.523,15.4073,1473.95,28.6155,46.6547,30.9157,33.6529,35.1032,21.612,60.1906
4/28/2004,32.2414,84.6581,204.282,15.1866,1457.2,28.2259,46.1645,30.5549,33.2271,34.6162,21.3201,59.5858
4/29/2004,31.5743,83.0142,202.866,15.0161,1448.82,28.018,45.8102,30.5678,32.9334,34.3641,21.1863,59.344
4/30/2004,31.0184,81.6052,202.041,14.9759,1440.45,27.8492,45.6625,30.542,32.6838,34.1641,21.1377,59.1021
5/1/2004,31.0184,81.6052,202.041,14.9759,1440.45,27.8492,45.6625,30.542,32.6838,34.1641,21.1377,59.1021
5/2/2004,31.0184,81.6052,202.041,14.9759,1440.45,27.8492,45.6625,30.542,32.6838,34.1641,21.1377,59.1021
5/3/2004,31.3519,82.3097,203.338,15.1364,1453.01,28.109,45.781,30.8642,32.9481,34.4771,21.3079,59.6262
5/4/2004,31.4631,83.1317,203.574,15.1465,1453.01,28.1609,45.8994,30.8255,32.9628,34.538,21.3566,59.5455
5/5/2004,31.6855,83.4839,204.282,15.1063,1457.2,28.2129,45.9586,30.9286,33.0509,34.6076,21.3931,59.5455
5/6/2004,31.4631,82.3097,202.984,14.996,1444.64,28.031,45.6625,30.8513,32.9041,34.3728,21.235,59.1424
5/7/2004,31.3519,81.1356,200.861,14.665,1423.7,27.6413,45.1591,30.5807,32.6398,33.9032,20.9188,58.2958
5/8/2004,31.3519,81.1356,200.861,14.665,1423.7,27.6413,45.1591,30.5807,32.6398,33.9032,20.9188,58.2958
5/9/2004,31.3519,81.1356,200.861,14.665,1423.7,27.6413,45.1591,30.5807,32.6398,33.9032,20.9188,58.2958
5/10/2004,31.2408,79.7265,198.502,14.4543,1398.58,27.3426,44.7445,30.31,32.4342,33.5467,20.6269,57.5298
5/11/2004,31.7967,81.253,200.508,14.5747,1411.14,27.5634,44.9222,30.4518,32.7132,33.8076,20.7485,57.8523
5/12/2004,31.6855,81.1356,199.918,14.5546,1411.14,27.6154,44.8926,30.4776,32.7132,33.8771,20.8215,58.0942
5/13/2004,31.6855,81.0181,199.918,14.5446,1411.14,27.6024,44.8334,30.426,32.6838,33.8597,20.8215,57.9329
5/14/2004,31.2408,80.3136,199.682,14.5747,1411.14,27.5894,44.8334,30.4131,32.5664,33.8337,20.8579,58.0136
5/15/2004,31.2408,80.3136,199.682,14.5747,1411.14,27.5894,44.8334,30.4131,32.5664,33.8337,20.8579,58.0136
5/16/2004,31.2408,80.3136,199.682,14.5747,1411.14,27.5894,44.8334,30.4131,32.5664,33.8337,20.8579,58.0136
5/17/2004,30.9072,79.022,197.677,14.4543,1398.58,27.2906,44.5965,30.1425,32.2727,33.4771,20.6269,57.4088
5/18/2004,31.2408,79.9614,199.21,14.4844,1402.76,27.4855,44.7445,30.2843,32.5223,33.7119,20.712,57.7314
5/19/2004,31.3519,80.1962,198.856,14.4543,1398.58,27.4205,44.7445,30.1812,32.3902,33.625,20.6998,57.5701
5/20/2004,31.2408,79.7265,198.738,14.4142,1398.58,27.4335,44.6557,30.0781,32.4196,33.6424,20.6633,57.6507
5/21/2004,31.4631,80.4311,199.446,14.4844,1402.76,27.5374,44.7445,30.1554,32.5076,33.7815,20.7607,58.0539
5/22/2004,31.4631,80.4311,199.446,14.4844,1402.76,27.5374,44.7445,30.1554,32.5076,33.7815,20.7607,58.0539
5/23/2004,31.4631,80.4311,199.446,14.4844,1402.76,27.5374,44.7445,30.1554,32.5076,33.7815,20.7607,58.0539
5/24/2004,31.5743,81.1356,200.154,14.6549,1406.95,27.5894,44.9222,30.0909,32.5957,33.8337,20.785,58.2151
5/25/2004,32.2414,82.8968,203.338,14.8556,1432.07,28.031,45.3664,30.5033,33.1096,34.3815,21.0769,59.0214
5/26/2004,32.4637,83.4839,203.928,14.8255,1436.26,28.083,45.4671,30.5678,33.1684,34.4423,21.0769,59.1424
5/27/2004,32.4637,83.9536,204.871,14.8255,1440.45,28.2518,45.6448,30.774,33.3446,34.6423,21.1985,59.2633
5/28/2004,32.5749,84.1884,204.989,14.8856,1436.26,28.2259,45.6744,30.6966,33.3005,34.6249,21.1498,59.223
5/29/2004,32.5749,84.1884,204.989,14.8856,1436.26,28.2259,45.6744,30.6966,33.3005,34.6249,21.1498,59.223
5/30/2004,32.5749,84.1884,204.989,14.8856,1436.26,28.2259,45.6744,30.6966,33.3005,34.6249,21.1498,59.223
5/31/2004,32.5749,84.1884,204.989,14.8856,1436.26,28.2259,45.6744,30.6966,33.3005,34.6249,21.1498,59.223
6/1/2004,32.4637,84.4232,205.461,14.8957,1440.45,28.2388,45.6744,30.774,33.3152,34.6423,21.1863,59.223
6/2/2004,32.4637,84.4232,205.697,14.9157,1444.64,28.3428,45.7338,30.9673,33.4033,34.7728,21.2593,59.5052
6/3/2004,31.9078,83.2491,204.164,14.7452,1436.26,28.1349,45.4962,30.8384,33.139,34.5119,21.1012,59.1021
6/4/2004,32.3526,83.9536,205.225,14.8355,1440.45,28.2908,45.6744,30.9415,33.3005,34.6945,21.235,59.6262
6/5/2004,32.3526,83.9536,205.225,14.8355,1440.45,28.2908,45.6744,30.9415,33.3005,34.6945,21.235,59.6262
6/6/2004,32.3526,83.9536,205.225,14.8355,1440.45,28.2908,45.6744,30.9415,33.3005,34.6945,21.235,59.6262
6/7/2004,33.1308,85.48,208.174,15.0562,1465.57,28.7454,45.9714,31.341,33.8585,35.251,21.539,60.3922
6/8/2004,33.1308,85.48,207.938,15.0863,1461.39,28.7844,45.9119,31.4441,33.9319,35.3032,21.5633,60.3922
6/9/2004,32.4637,83.9536,206.169,14.9659,1448.82,28.5116,45.7041,31.1992,33.5208,34.9728,21.3931,59.9487
6/10/2004,32.5749,84.1884,206.641,15.0361,1457.2,28.6415,45.7338,31.2637,33.5942,35.1293,21.5025,60.3115
6/11/2004,32.5749,84.1884,206.641,15.0361,1457.2,28.6415,45.7338,31.2637,33.5942,35.1293,21.5025,60.3115
6/12/2004,32.5749,84.1884,206.641,15.0361,1457.2,28.6415,45.7338,31.2637,33.5942,35.1293,21.5025,60.3115
6/13/2004,32.5749,84.1884,206.641,15.0361,1457.2,28.6415,45.7338,31.2637,33.5942,35.1293,21.5025,60.3115
6/14/2004,32.1302,82.8968,204.636,14.9057,1440.45,28.3687,45.4368,31.0575,33.3299,34.7989,21.2836,59.8278
6/15/2004,32.2414,83.8362,206.051,15.0762,1448.82,28.5376,45.7041,31.1606,33.5061,35.0075,21.4174,60.2309
6/16/2004,32.1302,83.8362,206.405,15.1765,1448.82,28.5766,45.8229,31.1477,33.5501,35.051,21.4782,60.3518
6/17/2004,31.5743,83.4839,206.051,15.2367,1453.01,28.5376,45.9119,31.109,33.3886,35.0075,21.5025,60.4325
6/18/2004,31.4631,83.4839,206.405,15.317,1457.2,28.6155,46.0604,31.0832,33.4473,35.0945,21.5633,60.5131
6/19/2004,31.4631,83.4839,206.405,15.317,1457.2,28.6155,46.0604,31.0832,33.4473,35.0945,21.5633,60.5131
6/20/2004,31.4631,83.4839,206.405,15.317,1457.2,28.6155,46.0604,31.0832,33.4473,35.0945,21.5633,60.5131
6/21/2004,31.1296,83.0142,205.343,15.2668,1453.01,28.4986,46.001,31.0059,33.2418,34.9549,21.5025,60.2309
6/22/2004,31.5743,83.6013,205.815,15.3772,1448.82,28.6026,46.0901,31.0961,33.3592,35.077,21.539,60.1906
6/23/2004,32.1302,85.0103,207.348,15.5076,1461.39,28.8493,46.3396,31.2188,33.6823,35.3736,21.7215,60.5937
6/24/2004,32.1302,85.0103,206.877,15.4975,1457.2,28.7584,46.2802,31.1542,33.5795,35.2777,21.6728,60.5131
6/25/2004,32.019,85.9497,207.23,15.4674,1453,28.6026,46.2802,30.8316,33.3592,35.0858,21.5877,60.2309
6/26/2004,32.019,85.9497,207.23,15.4674,1453,28.6026,46.2802,30.8316,33.3592,35.0858,21.5877,60.2309
6/27/2004,32.019,85.9497,207.23,15.4674,1453,28.6026,46.2802,30.8316,33.3592,35.0858,21.5877,60.2309
6/28/2004,31.9078,85.3626,206.641,15.4474,1453,28.5896,46.1908,30.8316,33.3005,35.0596,21.5511,60.11
6/29/2004,32.2414,85.8323,206.877,15.4975,1453,28.6545,46.1908,30.9865,33.4473,35.1468,21.6121,60.2063
6/30/2004,32.4637,86.3019,207.702,15.6079,1461.4,28.7714,46.3398,30.9994,33.6235,35.2951,21.6975,60.4492
7/1/2004,31.6855,85.1278,205.225,15.4975,1448.8,28.4727,46.1015,30.7542,33.2565,34.9287,21.4656,59.9634
7/2/2004,31.3519,84.7755,204.4,15.4574,1444.6,28.3947,46.1313,30.6767,33.1243,34.8241,21.4046,59.8419
7/3/2004,31.3519,84.7755,204.4,15.4574,1444.6,28.3947,46.1313,30.6767,33.1243,34.8241,21.4046,59.8419
7/4/2004,31.3519,84.7755,204.4,15.4574,1444.6,28.3947,46.1313,30.6767,33.1243,34.8241,21.4046,59.8419
7/5/2004,31.3519,84.7755,204.4,15.4574,1444.6,28.3947,46.1313,30.6767,33.1243,34.8241,21.4046,59.8419
7/6/2004,30.6849,83.2491,202.395,15.3772,1436.2,28.1609,45.9824,30.5864,32.7132,34.5362,21.2826,59.4775
7/7/2004,30.9072,83.3665,202.866,15.4073,1440.4,28.2129,46.0717,30.496,32.8013,34.6147,21.3314,59.599
7/8/2004,30.5737,81.8401,201.097,15.2768,1427.8,27.9921,45.8335,30.3154,32.5076,34.3268,21.1972,59.2346
7/9/2004,30.7961,82.5446,201.569,15.3471,1432,28.083,45.9824,30.2766,32.6104,34.449,21.246,59.3965
7/10/2004,30.7961,82.5446,201.569,15.3471,1432,28.083,45.9824,30.2766,32.6104,34.449,21.246,59.3965
7/11/2004,30.7961,82.5446,201.569,15.3471,1432,28.083,45.9824,30.2766,32.6104,34.449,21.246,59.3965
7/12/2004,30.4625,82.0749,201.333,15.327,1436.2,28.122,45.9526,30.2896,32.6104,34.4926,21.2704,59.5585
7/13/2004,30.3514,81.8401,201.805,15.3471,1436.2,28.1349,45.9228,30.2121,32.6251,34.5187,21.2704,59.8014
7/14/2004,29.6843,81.4878,200.979,15.3772,1440.4,28.044,45.9526,30.1347,32.4636,34.4053,21.2582,59.8014
7/15/2004,29.5731,81.3704,200.979,15.3972,1436.2,27.9271,45.9526,30.0185,32.3461,34.257,21.1972,59.6395
7/16/2004,29.1284,80.6659,199.682,15.3772,1427.8,27.7972,45.9228,29.6572,32.0525,34.1,21.1605,59.3965
7/17/2004,29.1284,80.6659,199.682,15.3772,1427.8,27.7972,45.9228,29.6572,32.0525,34.1,21.1605,59.3965
7/18/2004,29.1284,80.6659,199.682,15.3772,1427.8,27.7972,45.9228,29.6572,32.0525,34.1,21.1605,59.3965
7/19/2004,29.1284,80.0788,199.446,15.3471,1427.8,27.7842,45.9228,29.6185,31.9497,34.0826,21.1728,59.4775
7/20/2004,29.7955,81.253,200.861,15.4373,1432,27.9791,45.9824,29.8379,32.2727,34.3181,21.246,59.7609
7/21/2004,29.0172,79.2569,198.384,15.1966,1415.2,27.6024,45.625,29.4765,31.8469,33.8645,21.0141,59.0321
7/22/2004,29.4619,79.6091,198.62,15.1465,1419.4,27.6803,45.5357,29.4507,31.891,33.9604,20.9897,58.9512
7/23/2004,28.7949,78.2001,197.087,15.0161,1406.81,27.4075,45.3272,29.1022,31.5239,33.6289,20.8799,58.6273
7/24/2004,28.7949,78.2001,197.087,15.0161,1406.81,27.4075,45.3272,29.1022,31.5239,33.6289,20.8799,58.6273
7/25/2004,28.7949,78.2001,197.087,15.0161,1406.81,27.4075,45.3272,29.1022,31.5239,33.6289,20.8799,58.6273
7/26/2004,28.6837,77.2608,196.026,14.9157,1406.81,27.3556,45.0889,28.999,31.4211,33.5592,20.8921,58.3843
7/27/2004,28.9061,78.3175,197.913,15.0863,1415.2,27.6283,45.1783,29.3474,31.8176,33.8907,21.0629,58.8702
7/28/2004,29.0172,78.0827,197.559,15.0562,1415.2,27.6543,45.22,29.2829,31.7588,33.9168,21.1361,58.9107
7/29/2004,29.5731,79.1395,198.62,15.1966,1423.6,27.7842,45.3987,29.3345,31.9203,34.0826,21.2216,59.1536
7/30/2004,29.6843,79.6091,199.092,15.1966,1427.8,27.8232,45.488,29.412,32.0378,34.1262,21.2216,59.1941
7/31/2004,29.6843,79.6091,199.092,15.1966,1427.8,27.8232,45.488,29.412,32.0378,34.1262,21.2216,59.1941
8/1/2004,29.6843,79.6091,199.092,15.1966,1427.8,27.8232,45.488,29.412,32.0378,34.1262,21.2216,59.1941
8/2/2004,29.6843,79.7265,199.328,15.2969,1436.2,27.9401,45.6075,29.6572,32.1553,34.2745,21.307,59.5585
8/3/2004,29.2396,78.5524,197.559,15.2367,1432,27.7712,45.5179,29.6185,31.9056,34.0564,21.246,59.356
8/4/2004,29.3508,78.3175,196.851,15.0762,1427.8,27.7453,45.3387,29.6185,31.8616,34.0302,21.1972,59.2346
8/5/2004,28.9061,77.1434,194.138,14.8355,1402.61,27.2906,45.04,29.1539,31.289,33.4807,20.9043,58.3843
8/6/2004,28.1278,75.2647,191.308,14.6048,1385.81,26.875,44.8608,28.6634,30.7164,32.966,20.6236,57.4936
8/7/2004,28.1278,75.2647,191.308,14.6048,1385.81,26.875,44.8608,28.6634,30.7164,32.966,20.6236,57.4936
8/8/2004,28.1278,75.2647,191.308,14.6048,1385.81,26.875,44.8608,28.6634,30.7164,32.966,20.6236,57.4936
